TIME(s),V
0.0,-0.008940105237406293
8.333333333333333e-05,-0.0074605884368708075
0.00016666666666666666,-0.010255231256764308
0.00025,-0.008446932973944943
0.0003333333333333333,-0.00959766825009245
0.00041666666666666664,-0.009268886744500993
0.0005,-0.011241575755499778
0.0005833333333333333,-0.006309853126505782
0.0006666666666666666,-0.008611323728808351
0.00075,-0.010090840505660115
0.0008333333333333333,-0.008118151463090584
0.0009166666666666666,-0.009762059002324186
0.001,-0.005816680844993094
0.0010833333333333333,-0.007953760707099633
0.0011666666666666665,-0.007624979193989745
0.00125,-0.0030220378524501434
0.0013333333333333333,-0.008446932973944943
0.0014166666666666666,-0.0072961976793752825
0.0015,-0.007624979193989745
0.0015833333333333333,-0.008611323728808351
0.0016666666666666666,-0.006803025404633178
0.00175,-0.006145462366377696
0.0018333333333333333,-0.005981071605873467
0.0019166666666666666,-0.008775714483295172
0.002,-0.008611323728808351
0.0020833333333333333,-0.010255231256764308
0.0021666666666666666,-0.009433277497484571
0.00225,-0.004994727034947299
0.002333333333333333,-0.00696741616325669
0.002416666666666667,-0.0028576470847951896
0.0025,-0.009433277497484571
0.0025833333333333333,-0.007131806921504058
0.0026666666666666666,-0.008282542218705835
0.00275,-0.00532350856009467
0.002833333333333333,-0.007953760707099633
0.0029166666666666664,-0.007789369950732539
0.003,-0.005159117797708834
0.0030833333333333333,-0.008611323728808351
0.0031666666666666666,-0.0035152101531559232
0.00325,-0.006638634645633523
0.003333333333333333,-0.0056522900837365775
0.0034166666666666664,-0.00696741616325669
0.0035,-0.00696741616325669
0.0035833333333333333,-0.00696741616325669
0.0036666666666666666,-0.01058401275784604
0.00375,-0.009268886744500993
0.003833333333333333,-0.012885483223338046
0.003916666666666666,-0.011899138747142324
0.004,-0.01403621842848013
0.004083333333333333,-0.012392310986930166
0.004166666666666667,-0.013049873968056236
0.0042499999999999994,-0.008940105237406293
0.004333333333333333,-0.016830860992965935
0.004416666666666667,-0.010748403507823134
0.0045,-0.0165020795204196
0.004583333333333333,-0.01436499991228457
0.004666666666666666,-0.012063529494113823
0.00475,-0.015680125832488567
0.004833333333333334,-0.013707436943173779
0.004916666666666666,-0.013049873968056236
0.005,-0.014200609170569756
0.005083333333333333,-0.013871827686014804
0.005166666666666667,-0.01715964246401125
0.0052499999999999995,-0.01699525172867622
0.005333333333333333,-0.013871827686014804
0.005416666666666667,-0.010090840505660115
0.0055,-0.01321426471239917
0.005583333333333333,-0.01321426471239917
0.005666666666666666,-0.01403621842848013
0.00575,-0.005981071605873467
0.005833333333333333,-0.014529390653623686
0.005916666666666666,-0.011734747999795125
0.006,-0.01321426471239917
0.006083333333333333,-0.013543046199957942
0.006166666666666667,-0.011899138747142324
0.0062499999999999995,-0.012721092478244156
0.006333333333333333,-0.014200609170569756
0.006416666666666667,-0.015186953615226706
0.0065,-0.01058401275784604
0.006583333333333333,-0.008940105237406293
0.006666666666666666,-0.013871827686014804
0.00675,-0.010090840505660115
0.006833333333333333,-0.010090840505660115
0.0069166666666666664,-0.011899138747142324
0.007,-0.012885483223338046
0.007083333333333333,-0.008118151463090584
0.007166666666666667,-0.009268886744500993
0.0072499999999999995,-0.006145462366377696
0.007333333333333333,-0.005981071605873467
0.007416666666666666,-0.008611323728808351
0.0075,-0.0028576470847951896
0.007583333333333333,-0.004994727034947299
0.007666666666666666,-0.004665945508294911
0.00775,-0.002693256316763648
0.007833333333333333,-0.006145462366377696
0.007916666666666666,-6.300397704084304e-05
0.008,-0.0072961976793752825
0.008083333333333333,0.0007589498989002408
0.008166666666666666,-0.004501554744404057
0.00825,-0.00532350856009467
0.008333333333333333,-0.0005561762980841323
0.008416666666666666,-0.004830336271809177
0.008499999999999999,-0.0035152101531559232
0.008583333333333333,-0.004501554744404057
0.008666666666666666,0.005526282565222473
0.008749999999999999,-0.005816680844993094
0.008833333333333334,-0.0012137393875342184
0.008916666666666666,-0.0020356932408724937
0.009,-0.006145462366377696
0.009083333333333334,-0.0035152101531559232
0.009166666666666667,-0.0028576470847951896
0.00925,-0.004830336271809177
0.009333333333333332,-0.005816680844993094
0.009416666666666667,-0.0017069117006669465
0.0095,-0.0035152101531559232
0.009583333333333333,-0.002364474779570802
0.009666666666666667,-0.0030220378524501434
0.00975,-0.0030220378524501434
0.009833333333333333,-0.0035152101531559232
0.009916666666666666,-0.0028576470847951896
0.01,0.0001013867973935767
0.010083333333333333,0.0002657775722050282
0.010166666666666666,-0.0005561762980841323
0.01025,0.0002657775722050282
0.010333333333333333,-0.0012137393875342184
0.010416666666666666,0.0002657775722050282
0.010499999999999999,-0.002364474779570802
0.010583333333333333,0.0004301683473935114
0.010666666666666666,-0.0028576470847951896
0.01075,-6.300397704084304e-05
0.010833333333333334,-0.0022000840104099417
0.010916666666666667,-6.300397704084304e-05
0.011,0.0014165130064376363
0.011083333333333332,-0.002364474779570802
0.011166666666666667,0.0002657775722050282
0.01125,-0.0010493486157372445
0.011333333333333332,0.0001013867973935767
0.011416666666666667,-0.002693256316763648
0.0115,0.0004301683473935114
0.011583333333333333,-0.001871302470958014
0.011666666666666665,-0.004008382450473746
0.01175,-0.0013781301589554928
0.011833333333333333,-0.002693256316763648
0.011916666666666666,-0.002693256316763648
0.012,-0.0005561762980841323
0.012083333333333333,-0.002528865548355519
0.012166666666666666,-0.0008849578435627947
0.012249999999999999,-0.001871302470958014
0.012333333333333333,0.008814098382040392
0.012416666666666666,-0.0007205670710117573
0.012499999999999999,-0.0010493486157372445
0.012583333333333334,-0.0005561762980841323
0.012666666666666666,-0.0005561762980841323
0.01275,-0.0005561762980841323
0.012833333333333334,0.01325264997439568
0.012916666666666667,-0.00433716398013706
0.013,-0.0010493486157372445
0.013083333333333332,-0.0015425209299992915
0.013166666666666667,-0.0015425209299992915
0.01325,0.002731639239605066
0.013333333333333332,-0.0010493486157372445
0.013416666666666667,-0.0015425209299992915
0.0135,-0.004994727034947299
0.013583333333333333,0.0017452945624678584
0.013666666666666666,0.001909685341047851
0.01375,0.0010877314519150971
0.013833333333333333,0.002731639239605066
0.013916666666666666,0.0022384668993398193
0.014,0.006512627294414042
0.014083333333333333,0.004211156280764516
0.014166666666666666,0.006183845716507097
0.014249999999999999,0.01752681102754039
0.014333333333333333,0.004868719419975243
0.014416666666666666,0.005690673352477749
0.014499999999999999,0.004046765496904747
0.014583333333333334,0.0051975009918443504
0.014666666666666666,0.0051975009918443504
0.01475,0.006512627294414042
0.014833333333333332,0.006019454928119838
0.014916666666666667,0.007170190454756753
0.015,0.00930727076758986
0.015083333333333332,0.007005799664104639
0.015166666666666667,0.008320925999890871
0.01525,0.006183845716507097
0.015333333333333332,0.005690673352477749
0.015416666666666665,0.010622397145673812
0.0155,0.006019454928119838
0.015583333333333333,0.0063482365052718315
0.015666666666666666,0.0051975009918443504
0.01575,0.010951178743973333
0.01583333333333333,0.0037179839303171924
0.015916666666666666,0.007992144413679014
0.016,0.0037179839303171924
0.01608333333333333,0.006019454928119838
0.016166666666666666,0.010458006347091153
0.01625,0.006019454928119838
0.01633333333333333,0.006841408873830446
0.016416666666666666,0.0051975009918443504
0.0165,0.006183845716507097
0.016583333333333332,0.0032248115832640423
0.016666666666666666,0.0033892023652377645
0.01675,0.0035535931475889626
0.016833333333333332,0.00388237471342201
0.016916666666666667,0.006841408873830446
0.016999999999999998,0.002731639239605066
0.017083333333333332,0.00453993784961515
0.017166666666666667,0.0033892023652377645
0.017249999999999998,0.002896030020447693